genome,Sample,Sample feature,FACS mode,Estimated cell diameter (μm),WGA-X Cp (h),Raw read count,Assembly size (Mbp),Final contigs count,Max contig length,GC content (%),Genome completeness (%),Estimated genome size (Mbp)
AG-914-M21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,1.942367414,2823378,869200,48,104371,29,61,1.42
AG-914-N04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.44,2.142290876,2268749,501031,32,122872,29,19,
AG-914-N05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.235796711,2598134,257987,18,55797,30,16,
AG-914-N08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.237634669,2830912,783987,54,82864,29,25,
AG-914-N09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,3.967073806,553809,31980,5,7983,29,2,
AG-914-N11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.822669839,2959261,957587,19,317596,30,90,1.06
AG-914-N13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.76,1.829155303,3179797,1280348,57,119953,31,67,1.91
AG-914-N14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.44,2.076579526,3147552,857064,68,127990,54,10,
AG-914-N15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.64,2.233289131,2544074,830758,90,31267,53,26,
AG-914-N16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.761551098,3305695,1580050,53,174736,49,78,2.03
AG-914-N18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.54,2.279445859,623952,56050,1,56050,30,5,
AG-914-N19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,2.075182146,636236,117794,13,32464,32,10,
AG-914-N20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.55,1.830545533,2884743,834602,66,90867,32,51,1.64
AG-914-N21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.4,2.009345102,3285269,926856,47,82818,31,58,1.6
AG-914-N22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.59,1.785946946,3006867,799433,45,52096,32,49,
AG-914-N23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,1.714978567,3169793,738441,23,212514,36,36,
AG-914-O02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.923898286,2472571,687567,27,173738,30,48,
AG-914-O04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,1.860478478,2954206,1046526,29,205366,32,52,2.01
AG-914-O05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,1.980208245,3162154,1073052,34,198451,32,74,1.45
AG-914-O06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.587331372,482068,379090,24,56061,30,32,
AG-914-O07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.098005455,3134749,616457,37,49196,33,42,
AG-914-O08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,1.766955449,3152071,1136659,25,181204,36,74,1.54
AG-914-O09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,1.98854897,3096720,907293,42,92359,30,71,1.28
AG-914-O11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,2.231105176,3346405,599109,67,41830,34,45,
AG-914-O14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.37,1.672007834,2918198,1207769,53,254506,29,82,1.47
AG-914-O15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.895834058,3024537,690898,25,187553,33,34,
AG-914-O16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.749398849,3199541,857849,36,103803,34,50,1.72
AG-914-O19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.960259753,3669284,716944,39,100049,30,69,1.04
AG-914-O20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.66,3.916600122,505179,21941,4,8399,62,0,
AG-914-O21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,1.685507481,3085634,434147,28,94119,30,53,0.82
AG-914-O22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.92,3.109162848,466550,152457,22,13488,56,4,
AG-914-O23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.58,1.64329469,2924958,1977747,112,145046,49,53,3.73
AG-914-P02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.35,2.258954185,192333,761866,49,120376,48,23,
AG-914-P03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.79,1.819671951,2650996,1282135,59,130099,32,81,1.58
AG-914-P04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,1.962446001,2549574,1072631,30,272807,29,77,1.39
AG-914-P05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,1.864419642,3249853,659910,24,119368,34,41,
AG-914-P08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.71,1.737496046,2906500,1735342,65,243361,42,74,2.35
AG-914-P09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.158684697,2362614,940247,33,203213,29,77,1.22
AG-914-P10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.914345577,2600162,824839,38,113644,30,57,1.45
AG-914-P14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,2.275364975,616264,426724,40,39941,52,8,
AG-914-P16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.929023187,2716177,849618,38,139137,29,70,1.21
AG-914-P18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.43,2.236330877,3480283,632270,80,38104,56,27,
AG-914-P19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,1.69575683,2528792,870937,54,104947,30,63,1.38
AG-914-P20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.738858921,3170595,744645,37,94593,31,49,
AG-914-P22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,1.650410959,2686349,1105863,22,241085,29,86,1.29
AG-914-P23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.35,1.571762395,2705148,1077147,27,394474,30,83,1.3
AG-915-A01,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.66,1.544652356,2558576,1736452,69,186446,38,71,2.45
AG-915-A02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.43,1.562605466,3564201,529609,35,141886,32,33,
AG-915-A03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,1.682318844,2856772,644229,25,248405,31,43,
AG-915-A04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.37,2.306417241,3324625,660777,47,55046,30,35,
AG-915-A05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,4.138591961,544163,120057,21,10277,46,4,
AG-915-A06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.760778182,3179291,1039268,30,120364,29,69,1.51
AG-915-A07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.434266895,510072,37892,2,29773,37,0,
AG-915-A08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,1.983639195,3558541,906902,32,82197,32,62,1.46
AG-915-A10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,3.555376583,486413,120630,18,14027,31,0,
AG-915-A11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.74,1.93512989,3601382,884928,39,106238,31,54,1.64
AG-915-A13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.363663554,3599261,318615,29,29815,31,4,
AG-915-A14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,2.078742253,3216091,869230,31,166635,30,67,1.3
AG-915-A16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,2.039274891,4121079,829211,41,126787,42,56,1.48
AG-915-A17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.25826342,583097,151007,8,62366,32,5,
AG-915-A18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.55,2.580162051,597555,350734,41,24313,31,21,
AG-915-A20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.104036504,3788178,316549,20,49630,34,13,
AG-915-A21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.37,1.877612683,3640114,1316201,75,90118,49,24,
AG-915-A23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.710306687,3732640,853877,14,180929,33,45,
AG-915-B03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.56,1.845581454,2975767,599090,46,70825,53,17,
AG-915-B07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,2.885966878,442410,149916,17,41138,30,19,
AG-915-B08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.166833875,3650845,355161,16,88893,30,40,
AG-915-B10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.489940058,486420,30344,3,13731,29,7,
AG-915-B11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.145938226,3717814,830111,45,115451,30,46,
AG-915-B14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.789462216,254992,214141,46,13723,22,1,
AG-915-B16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,1.944907922,3120745,722346,46,176900,30,48,
AG-915-B19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.178925126,3454120,817252,43,148673,30,72,1.14
AG-915-B20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.132988167,3101433,692608,37,86481,29,53,1.31
AG-915-B21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.37,2.333916874,3576294,635406,49,81599,52,5,
AG-915-B22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,1.813051379,3991766,1717161,104,183979,31,79,2.17
AG-915-B23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.837530954,4311894,950125,22,202936,30,80,1.19
AG-915-C03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,1.806897279,3025700,807201,36,183976,29,66,1.22
AG-915-C05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.86976383,3595906,942909,41,113655,30,79,1.19
AG-915-C06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,1.836983689,3473905,1262066,38,176773,29,82,1.54
AG-915-C07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.882787405,3639179,1009641,40,136896,30,87,1.16
AG-915-C08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,1.897225599,3330376,1001794,28,204549,29,81,1.24
AG-915-C11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,3.354864792,416044,69120,7,26602,30,8,
AG-915-C14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.865819299,576139,75773,6,22919,31,8,
AG-915-C17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.050195775,3467683,847985,22,110964,32,53,1.6
AG-915-C20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.021754705,3563255,809408,36,101254,33,51,1.59
AG-915-C21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,2.215872911,3672433,535361,33,52920,30,44,
AG-915-C22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.797946999,3506573,1040308,50,93741,31,79,1.32
AG-915-C23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,4.023979259,650056,23109,4,7728,30,0,
AG-915-D02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,1.798845787,2907063,809070,35,181052,30,73,1.11
AG-915-D04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.37,1.767272581,3863797,1140022,22,342446,34,64,1.78
AG-915-D06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.027647924,3789638,302770,6,195971,35,32,
AG-915-D07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,2.061800863,3412146,815161,56,77591,28,52,1.57
AG-915-D08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.005492335,3646183,939140,30,173866,29,90,1.04
AG-915-D09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.107835567,3743253,835045,31,114789,35,51,1.64
AG-915-D10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.961084129,2807606,640736,21,128402,30,32,
AG-915-D11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.937365824,3557453,1166926,20,300735,33,65,1.8
AG-915-D16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.439713316,666324,84334,6,44133,30,0,
AG-915-D17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.069038336,3554660,555263,26,60813,35,28,
AG-915-D18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,2.339576162,3560442,632411,31,66409,30,53,1.19
AG-915-D19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.846826429,3451214,1041777,37,306974,29,70,1.49
AG-915-D22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.080141174,3820590,547127,25,81907,30,51,1.07
AG-915-D23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,2.111167139,668543,170880,10,49108,30,11,
AG-915-E02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.003792539,3107356,746714,26,123310,33,63,1.19
AG-915-E03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.55,2.276507489,3212121,1033743,60,103409,53,35,
AG-915-E04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,2.023970497,3237517,718291,28,120899,30,67,1.07
AG-915-E05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.945968961,3758632,397542,15,114864,29,34,
AG-915-E06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,1.856480546,3585759,1043092,20,301188,30,83,1.26
AG-915-E07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,3.808012742,339099,112667,19,19422,29,4,
AG-915-E08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.277843926,424223,102480,5,54363,28,4,
AG-915-E09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.01011426,3935817,1808863,65,207387,30,79,2.29
AG-915-E10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.90346615,3299857,931579,32,165404,29,76,1.23
AG-915-E13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.47,1.756350704,4091708,1971885,61,157817,37,71,2.78
AG-915-E17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,4.312813221,637845,124961,11,26840,36,0,
AG-915-E18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.09524583,3778011,682745,30,76908,32,54,1.26
AG-915-E23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,2.001954826,3782060,1442639,52,96539,49,70,2.06
AG-915-F03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,2.557090876,497700,527640,47,58455,31,28,
AG-915-F04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,2.207794413,753445,134390,10,39487,40,3,
AG-915-F05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.35,3.075974332,681005,141147,21,21338,33,4,
AG-915-F06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.56,2.314766062,3581908,293032,18,41012,32,8,
AG-915-F07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.874723683,3878970,960391,23,301652,35,62,1.55
AG-915-F08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.471277171,626127,92318,5,34793,30,4,
AG-915-F09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.69,2.602291244,491266,428964,48,22709,47,9,
AG-915-F10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,2.786191101,546456,152004,21,31294,30,11,
AG-915-F11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,1.845037552,3937268,1104260,14,288037,32,76,1.45
AG-915-F13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,4.499048496,525087,64267,11,11625,29,4,
AG-915-F14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,6.471241342,552306,23733,7,6790,30,0,
AG-915-F15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,3.501550252,698541,41611,7,11781,30,13,
AG-915-F16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.250937213,3726876,302399,14,61743,31,34,
AG-915-F17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.053897606,3426805,1061799,48,167465,29,58,1.83
AG-915-F19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,2.108713035,3487611,575728,18,115065,35,29,
AG-915-F20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.775910823,698018,758564,27,120004,30,72,1.05
AG-915-F22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.68,2.013410762,3727584,871732,45,93859,31,49,
AG-915-F23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,1.923595369,3909026,700249,44,66314,29,39,
AG-915-G02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.63,1.807375691,3343000,1220836,28,157123,31,79,1.55
AG-915-G03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.43,2.620052075,314971,386864,15,75263,58,8,
AG-915-G04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.86,1.989487276,3019271,1144765,60,103298,31,64,1.79
AG-915-G06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,2.22885194,3438909,847053,30,140322,31,29,
AG-915-G07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,2.052252449,3499113,1158801,29,143728,30,83,1.4
AG-915-G09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.73,3.733968637,569163,61381,6,29971,37,0,
AG-915-G10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.841103789,3489562,995590,18,185667,30,64,1.56
AG-915-G11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.118361764,4099709,422759,13,239694,31,26,
AG-915-G13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.42,1.908558024,3262963,1237317,31,199353,29,90,1.37
AG-915-G14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,1.883472677,3552490,1317965,27,366624,29,90,1.46
AG-915-G15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.918611819,3982491,1011942,35,102962,34,58,1.74
AG-915-G16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.09,1.845772706,3808196,588726,22,144106,30,54,1.09
AG-915-G17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.35,1.937991872,3954971,1111245,31,301160,31,73,1.52
AG-915-G21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.786259858,309262,129574,13,23079,28,12,
AG-915-G22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,3.364352118,575212,138814,22,17113,36,0,
AG-915-I02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,1.948888705,3536498,544011,19,106604,29,61,0.89
AG-915-I03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,3.459675887,498508,165583,26,12490,33,9,
AG-915-I04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.96,3.832038677,532412,37305,8,6896,44,0,
AG-915-I06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.47,2.341881922,3181240,1721565,61,132540,53,57,3.02
AG-915-I07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,2.348577867,3894417,467680,31,52876,34,17,
AG-915-I08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.57,2.548191495,636231,536067,43,59346,32,33,
AG-915-I09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.48,2.117670546,4051942,947081,49,75927,30,46,
AG-915-I10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,1.81895482,3497873,1179876,24,231835,30,81,1.46
AG-915-I14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,2.514469608,622575,441914,40,41785,29,32,
AG-915-I17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,2.333216879,4057779,502370,36,55696,29,38,
AG-915-I19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.054930373,3942450,409914,14,174211,31,14,
AG-915-I21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.43,1.93266464,3619237,1060201,56,152986,29,64,1.66
AG-915-I22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.6,1.983625754,3567541,1561461,69,152807,53,49,
AG-915-J03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.456507439,465755,372932,30,47138,35,30,
AG-915-J04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,4.187960225,583855,48598,9,10472,32,0,
AG-915-J05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,2.476862922,594195,619001,52,77575,30,46,
AG-915-J06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,4.88070927,704234,50785,11,7338,30,8,
AG-915-J07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.980940453,3557465,810154,27,108237,34,44,
AG-915-J10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.95,3.785625831,371593,406455,43,36830,54,9,
AG-915-J13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,2.053635714,3554578,1169927,37,147238,42,62,1.89
AG-915-J14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.284234312,3850183,598039,42,185329,30,45,
AG-915-J15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.081913538,3357940,1021206,36,146887,30,80,1.28
AG-915-J16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,2.043288773,3365598,918084,35,120592,29,76,1.21
AG-915-J17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,2.831991563,904892,88886,7,41019,33,0,
AG-915-J18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.52,2.059015436,3861193,716536,43,90828,31,44,
AG-915-J19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.216691239,3638474,425400,31,45564,32,30,
AG-915-J21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,2.231612159,3534214,692173,41,58238,29,58,1.19
AG-915-J22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,3.307198014,800592,159606,15,34545,32,17,
AG-915-K03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.066808247,3305784,860521,50,103095,29,54,1.59
AG-915-K04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.39,2.232219438,3278147,1290806,58,157605,49,52,2.48
AG-915-K05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.119557637,3822441,757623,18,248770,32,47,
AG-915-K06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.55,1.936191684,3385164,1426997,41,219303,32,89,1.6
AG-915-K07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,1.956997699,3608917,1181254,25,166815,30,85,1.39
AG-915-K08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.377820593,3537040,502284,33,49312,35,30,
AG-915-K10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.016162482,3328439,936737,37,112594,29,76,1.23
AG-915-K13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.00776349,3582100,1246338,17,662762,30,95,1.31
AG-915-K14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.68,2.74677717,566972,688609,49,44141,32,48,
AG-915-K15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.998279934,3616936,788782,38,158026,29,71,1.11
AG-915-K16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.93005045,3413579,970129,31,134486,32,52,1.87
AG-915-K17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.000476975,4128429,991918,33,223416,29,81,1.22
AG-915-K18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.796587253,473693,297067,25,46292,26,4,
AG-915-K19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.859346426,3916409,1232511,15,757879,35,81,1.52
AG-915-K20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.89197183,3185647,794420,22,149533,29,65,1.22
AG-915-K22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.002718976,3157857,919619,25,112707,29,71,1.3
AG-915-K23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.876292334,3754645,1014631,34,168714,30,63,1.61
AG-915-L04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.617931329,459985,858590,31,229687,30,60,1.43
AG-915-L05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,1.967020272,3301989,838060,14,267212,30,67,1.25
AG-915-L08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.673677956,660858,337828,33,29647,30,15,
AG-915-L11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.360963187,2986036,828655,52,90088,29,63,1.32
AG-915-L13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.876867831,589127,492457,34,73145,30,38,
AG-915-L14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,2.078238635,3502831,622010,42,168146,30,44,
AG-915-L16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.853262369,621330,394686,20,67280,30,28,
AG-915-L18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.39,2.551412696,1011891,418763,46,30391,37,5,
AG-915-L21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.359966893,3271237,453424,30,50262,29,25,
AG-915-L23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.94,1.884449581,3550216,362771,15,102662,33,31,
